Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17197881105,Will County,New Lenox,60448|60451,,26.3,5955,51.1,48.9,40,24.786,63.308,11.906,90.495,1.125,0,1.478,6.902,1931,96.064,3.936,1855,92.399,3.881,6.9,3.21,2.722,0,95.937,36.613,2.371,4.085,26.657,95.987,4.013,1.192,3.265,0.404,70.335,9.413,84.914,4.364,0,0,32.567,83.127,29.272,6.199,110625,139778,44513,41675,59105,27627,0.467,6.062,3.523,88.027,77.045,12.007,3.913,2.917,1.326,0,3.006,0,1.423,2.626,8.322,,,109375,61210,,0.56,96.323,1.191,2.486,37.96,0.57,97.574,2.426,22.21,93.531,4.42,2.049,0,1.864,0.809,1990,1364,77.778,77.778,338100,2059,71.05,6153,50.256,115351,-4.097,5.212,4.201,413691,-18.272,1.789,1.192,1.217,0.231,1597,-14.575,3,0,0
17197881107,Will County,New Lenox,60451,,30,3006,46.208,53.792,43.2,21.756,63.107,15.136,88.756,1.597,0,0,9.381,1178,100,0,1178,67.233,10.187,28.523,2.55,8.635,0,94.495,33.221,2.446,6.695,30.549,94.91,5.09,0.699,5.325,0.383,66.912,4.89,87.601,6.065,0,0,29.71,70.798,29.457,7.301,76296,78240,31857,41250,55605,29811,0.536,5.023,1.223,86.394,75.815,18.696,6.52,3.788,9.494,25.882,4.724,33.083,9.174,3.426,3.736,,,76250,55893,,,90.747,4.924,4.329,74.873,9.508,83.531,16.469,33.192,93.209,5.857,0.934,0,0,0.764,1970,1094,46.907,14.948,229100,1167,58.028,3143,,,,,,,,,,,,,,23,5.88,1.104
17197881108,Will County,Joliet,60451|60432,,29.9,6111,52.692,47.308,37.2,27.688,62.396,9.917,86.385,0.802,0,1.8,9,2040,97.843,2.157,1996,79.709,7.615,16.984,3.04,8.076,11.382,94.309,41.199,3.487,5.231,27.027,96.924,3.076,0.507,5.693,1.02,70.288,5.069,82.17,4.499,0,1.191,33.663,86.924,19.689,2.204,94167,107538,36544,51118,61066,44259,0.725,4.993,0,90.773,82.748,9.936,4.185,2.514,4.689,8.408,3.757,11.81,6.738,2.457,3.547,,,96848,66635,,,97.696,2.304,0,25.784,0,94.84,5.16,13.126,95.992,3.457,0,0,2.157,0.752,1998,0,36.893,36.893,244500,1706,80.401,6657,,,,,,,,,,,,,,1,0,1.703
17197881109,Will County,Joliet,60451,,26.4,4789,49.739,50.261,34,28.733,65.275,5.993,96.346,0.104,0,0,1.733,1588,97.481,2.519,1548,77.778,11.434,17.571,3.09,10.021,56.429,97.912,31.744,2.253,2.271,35.889,98.81,1.19,0.188,1.455,0,76.517,5.69,80.453,9.07,0,0.117,40.826,91.731,13.889,0.517,82028,99797,33119,41366,54286,24343,0.448,4.907,3.852,89.664,85.383,5.763,4.51,1.578,0.284,0.687,2.198,0.654,0.22,3.263,0,,,82014,,,,74.937,5.542,19.521,35.768,0,72.416,27.584,7.235,79.457,19.574,0,0.323,0.315,2.649,1987,923,16.862,8.665,283100,2078,81.356,4361,,,,,,,,,,,,,,1,4.66,0.452
17197881111,Will County,New Lenox,60451,,25.8,3505,48.274,51.726,43.9,20.314,64.165,15.521,90.243,0,0,5.877,3.852,1381,95.148,4.852,1314,75.571,11.187,24.429,2.67,6.643,0,94.805,39.106,0,2.846,21.14,95.464,4.536,1.541,0.152,0.548,72.492,5.019,82.607,8.07,0,0,31.546,78.919,28.006,2.055,86750,106179,40794,46771,48906,37727,,3.88,0,88.245,73.295,15.635,3.595,2.216,2.746,0,2.596,0,3.511,1.779,4.779,,,90972,,,,82.766,8.762,8.472,45.04,4.49,84.399,15.601,19.939,95.053,4.947,0,0,0,1.065,1985,1078,8.78,0,254700,1556,66.546,3173,,,,,,,,,,,,,,48,4.27,0
17197881112,Will County,Joliet,60451,,31.6,5283,48.173,51.827,33.9,33.333,55.972,10.695,89.968,0.795,0,0,9.237,1790,94.749,5.251,1696,80.189,3.479,15.448,3.08,8.414,0,93.896,35.817,1.193,6.707,33.267,98.126,1.874,1.155,3.622,1.534,67.978,4.683,84.981,4.879,0,0.849,33.609,80.189,22.288,2.417,89349,103039,33773,52821,64410,31875,0.495,5.577,1.079,86.642,79.187,11.173,5.73,0.588,0.92,0,1.459,0,1.027,1.491,2.772,,,88973,,,,93.631,1.508,4.86,13.184,3.017,90.684,9.316,9.788,94.222,5.189,0,0,0.503,0.884,2001,952,59.494,21.519,264900,1814,77.178,5113,,,,,,,,,,,,,,3,0,0.531
17197881113,Will County,New Lenox,60451,,30.4,3657,54.17,45.83,34.9,28.876,65.245,5.879,95.078,0.574,0,0.383,3.965,1163,97.077,2.923,1129,88.84,9.566,10.363,3.24,3.623,0,97.897,33.423,5.777,9.171,13.488,98.523,1.477,0.191,1.813,0.432,76.017,11.549,79.026,7.651,0.589,0,31.235,89.814,15.146,11.426,86335,102605,32129,39324,55288,21817,0.395,5.455,2.652,83.662,73.876,6.88,10.609,6.78,7.239,0,7.164,0,12.311,5.532,0,,,86136,148594,,,100,0,0,43.078,0.688,93.534,6.466,19.398,94.774,3.897,0,0,0,2.391,1983,1429,61.644,15.068,233000,1652,78.788,3719,,,,,,,,,,,,,,3,4.61,1.594
17197881115,Will County,New Lenox,60451,,29.3,4335,45.79,54.21,35.9,30.012,61.061,8.927,88.143,0.669,0,0,10.865,1395,100,0,1395,83.011,10.108,13.333,3.11,3.176,0,96.135,39.698,1.076,4.307,35.659,97.762,2.238,0.669,2.505,0.225,72.155,7.355,82.609,5.978,0,1.581,34.005,84.731,17.276,6.523,93171,98079,32030,50865,62377,28920,0.464,4.314,4.228,93.103,83.922,9.25,4.614,1.727,1.382,3.965,2.514,2.915,3.305,1.322,8.01,,,93981,43304,,,93.19,3.871,2.939,32.903,0.573,89.606,10.394,9.964,95.412,4.014,0,0,0,0,1993,1063,62.069,6.897,235100,1847,82.32,4027,,,,,,,,,,,,,,26,0,0
17197881116,Will County,New Lenox,60451,,29.9,4092,45.21,54.79,40.7,28.348,60.606,11.046,87.366,0.904,0,2.933,7.845,1263,98.892,1.108,1249,86.149,5.124,9.688,3.28,2.011,100,94.469,39.499,0.517,2.863,26.106,95.894,4.106,1.32,4.094,0.339,68.575,6.072,75.566,9.105,1.08,0,34.804,86.309,25.22,9.127,104961,106477,33146,41549,70733,31047,0.439,2.786,0,90.86,79.692,12.512,7.209,2.881,5.228,3.955,4.765,6.226,7.759,4.234,0,,,110227,79821,,,98.971,0,1.029,19.636,0.554,98.799,1.201,8.086,93.355,3.683,0,0.56,0,0.721,1996,0,0,0,291600,1957,81.442,3924,,,,,,,,,,,,,,37,0,0
17197881200,Will County,Joliet,60432,,60.5,5185,45.092,54.908,26.5,39.229,54.851,5.921,12.633,58.515,0,0,28.062,1771,88.933,11.067,1575,73.587,38.095,20.889,3.29,12.146,73.295,80.097,7.744,5.851,11.709,26.059,89.508,10.492,9.431,24.094,7.792,67.752,14.858,79.007,3.508,0,1.241,23.364,82.159,22.159,44.317,34892,49774,15711,22427,28105,18566,0.661,16.316,2.409,39.364,37.068,8.062,44.474,33.995,41.935,54.734,35.718,56.708,54.016,24.473,21.173,27364,,50417,44762,,,81.423,12.422,6.155,74.534,15.02,42.413,57.587,14.921,81.016,18.413,0,0,2.315,1.079,1965,981,52.701,27.894,120000,791,57.635,4837,1.087,44326,-21.283,13.834,1.024,172583,-30.468,22.981,30.499,12.737,23.517,926,5.961,4,6.25,7.556
17197881301,Will County,Joliet,60432,,80.1,2975,48.538,51.462,27.6,35.765,59.63,4.605,4.471,7.529,0,2.218,85.782,912,79.605,20.395,726,82.507,22.176,12.948,4.1,6.213,47.17,46.365,2.688,2.82,6.595,40.876,54.118,45.882,33.95,82.486,27.934,61.657,21.561,74.051,4,0,2.462,27.952,85.813,16.942,30.028,33438,42515,11546,22165,25435,17000,0.668,31.563,2.256,30.487,26.655,5.983,36.471,22.371,30.805,56.15,27.059,52.917,37.594,22.83,0,17237,,60250,34047,,,71.272,25.877,2.851,81.25,51.425,58.54,41.46,22.727,98.347,0.826,0,0,7.785,0,1939,947,71.761,31.894,108200,1080,57.176,3404,,,,,,,,,,,,,,56,3.65,12.948
17197881302,Will County,Joliet,60432,,75.6,1825,54.904,45.096,28.9,29.918,62.521,7.562,11.781,6.795,0.822,1.644,79.781,535,96.262,3.738,515,88.544,15.922,10.291,3.54,11.522,41.509,50.187,6.636,7.692,8.414,29.71,51.342,48.658,33.479,73.172,29.43,59.394,20.026,66.164,5.025,0,4.355,,82.136,23.495,34.369,34299,44992,13467,22348,27096,17073,0.63,31.945,5.128,27.671,23.507,10.356,38.904,21.053,22.526,37.5,22.082,32.701,22.161,18.843,48.551,27438,,23750,38214,,,62.991,27.85,9.159,86.542,35.514,46.408,53.592,20.971,97.67,2.33,0,0,5.421,8.35,1951,927,47.101,16.667,97700,761,49.372,1818,,,,,,,,,,,,,,55,29.13,13.01
17197881401,Will County,Joliet,60435,,51.4,2905,44.991,55.009,35.6,27.917,64.165,7.917,47.573,3.649,1.859,4.544,41.962,1241,86.543,13.457,1074,66.853,29.143,29.33,2.7,7.267,47.761,79.01,7.993,0,8.798,23.478,78.003,21.997,16.386,29.425,10.642,72.594,16.145,83.583,1.349,0,0.975,,91.527,17.318,27.467,42029,48672,18440,22271,26696,20817,,20.207,0,43.201,40.241,11.566,33.976,9.749,6.683,8.78,13.945,13.699,9.215,15.343,19.13,59432,42903,44375,36875,,,70.911,27.639,1.45,97.663,54.069,49.162,50.838,17.598,85.754,14.246,0,0,3.707,2.142,1939,1062,54.762,15.018,117900,1013,72.727,3259,,,,,,,,,,,,,,46,0,8.194
17197881402,Will County,Joliet,60435,,34.5,2844,52.11,47.89,40.2,21.273,65.049,13.678,59.107,4.395,0,6.646,23.347,1225,90.286,9.714,1106,66.456,11.392,32.731,2.57,3.443,100,86.453,12.167,1.322,7.081,44.473,86.498,13.502,5.52,15.899,5.832,70.919,5.211,91.33,4.169,0,0,30.759,78.3,29.476,9.313,51902,67908,27414,29065,33339,25196,0.756,12.799,0,66.878,61.146,15.155,23.031,5.85,7.386,16.154,10.654,30.263,14.215,8.811,13.882,,,55625,60750,,,86.449,8.735,4.816,80.898,19.592,79.928,20.072,20.524,95.75,0.633,0,1.899,1.714,2.622,1955,1122,25.225,5.405,133100,1092,70.362,3104,,,,,,,,,,,,,,56,,0.452
17197881500,Will County,Joliet,60435,,42.2,3379,46.848,53.152,36.2,22.403,57.206,20.391,73.01,2.427,0,0,24.563,1247,95.67,4.33,1193,60.687,9.975,26.907,2.73,6.424,1.887,84.584,20.783,4.756,7.358,44.143,88.724,11.276,9.263,17.943,7.377,65.909,7.858,87.21,2.445,0,0,26.854,74.686,35.038,9.053,64258,70900,27504,37230,40000,32875,,10.653,0,69.628,64.591,17.888,17.521,6.906,12.821,11.515,10.58,10,13.342,10.518,7.301,53309,,65909,49018,,,98.236,0,1.764,93.023,13.472,90.444,9.556,22.381,96.899,3.101,0,0,0,3.437,1955,1164,61.404,0,136500,1183,66.265,3284,9.833,60056,6.997,8.669,-0.811,166624,-18.079,4.204,8.539,6.376,4.803,1069,8.86,44,25.44,3.521
17197881601,Will County,Joliet,60435,,29.8,1812,51.325,48.675,44.4,19.536,62.472,17.991,80.464,7.174,0,1.876,10.21,816,96.936,3.064,791,58.913,4.046,38.432,2.29,4.557,0,92.24,32.943,3.955,14.488,20.859,94.757,5.243,2.373,5.983,0.711,73.228,6.452,76.623,0.699,0,2.498,22.78,80.91,33.881,5.563,66458,80373,35819,37500,57000,28438,0.499,4.139,3.955,89.128,75.993,19.15,5.022,3.219,8,0,4.36,0,3.955,5.477,0.92,29550,,82670,54643,0.357,,76.348,5.76,17.892,88.113,3.676,70.67,29.33,33.502,90.392,9.102,0,0,0.49,1.77,1964,865,53.448,24.138,180900,1189,55.993,1800,,,,,,,,,,,,,,30,,0
17197881603,Will County,Joliet,60435,,40.3,3119,42.962,57.038,36.8,15.614,71.722,12.664,38.891,35.62,0,3.623,20.038,1448,95.787,4.213,1387,58.183,18.89,34.823,2.25,10.847,48.958,82.948,17.575,2.259,7.912,29.367,85.765,14.235,7.567,12.738,3.358,76.024,9.787,79.864,3.29,0,3.006,24.877,89.257,24.585,15.213,44468,49822,22883,24009,26467,21645,,19.814,0,54.088,49.984,15.967,22.924,12.268,29.63,48.619,10.326,40.87,24.625,9.164,0,36406,,58333,42868,0.624,,41.367,3.936,54.696,62.914,6.077,32.156,67.844,5.335,75.415,22.206,0.577,0,1.657,2.884,1973,803,48.672,14.772,141100,1424,75.561,3301,,,,,,,,,,,,,,25,,4.686
17197881604,Will County,Joliet,60403|60435,,37,2722,38.685,61.315,30.8,22.263,68.406,9.331,40.522,38.905,0,0,14.879,1275,92,8,1173,61.978,25.405,36.573,2.32,6.383,78.333,91.898,21.754,0.825,6.552,36.22,95.004,4.996,1.506,12.093,0.903,73.073,15.177,96.509,1.784,0,0,31.969,80.989,24.979,18.329,52240,55989,25085,30430,31133,26977,,14.475,1.485,58.854,52.792,11.278,26.267,6.19,11.304,0,9.919,0,13.036,8.163,15.354,44755,,55441,42115,,,38.667,6.588,54.745,32.784,2.902,43.905,56.095,10.23,64.876,35.124,0,0,0,2.131,1991,1042,38.906,27.66,114100,1176,63.883,2586,,,,,,,,,,,,,,31,18.52,3.154
17197881700,Will County,Joliet,60435,,27.7,2999,49.917,50.083,42.2,17.239,69.99,12.771,79.86,3.901,0,0.534,12.804,1400,89.643,10.357,1255,57.211,8.367,30.677,2.39,5.376,0,92.256,41.693,0,6.575,35.509,87.596,12.404,8.036,13.836,3.008,72.345,7.043,93.105,2.004,0,0.648,24.028,83.904,25.737,7.649,73314,86358,36925,32050,36554,29643,,16.072,7.35,73.424,65.422,14.005,8.269,5.989,6.667,8.148,7.736,12.717,8.317,9.004,0,72788,,72826,75393,,,88.571,7.214,4.214,96.5,32.286,77.291,22.709,24.064,90.12,6.056,0,1.753,2.714,2.55,1952,973,41.754,26.316,165500,1227,65.773,3421,-10.749,75083,-2.356,5.23,1.813,202928,-18.444,7.703,2.297,0.033,6.02,956,1.82,29,0,0
17197881800,Will County,Joliet,60435,,54.5,4131,52.191,47.809,28.8,28.903,66.037,5.059,34.592,12.999,0,0.218,49.939,1423,86.718,13.282,1234,71.718,15.235,20.259,3.24,6.6,21.212,81.285,14.419,3.518,12.252,50.239,77.124,22.876,16.243,40.488,10.464,66.045,9.476,69.712,4.794,0.846,3.497,23.546,85.494,18.558,17.018,44346,53018,16640,24080,26361,17778,0.674,19.049,5.276,48.896,46.955,5.581,32.759,10.508,8.612,13.725,10.994,23.174,8.425,12.129,11.483,50167,,42219,44767,,,69.29,26.704,4.006,91.145,60.647,51.945,48.055,15.64,86.062,11.426,0,2.512,1.546,2.431,1939,854,45.531,12.816,123600,1116,68.019,4049,-0.295,53577,-17.229,8.1,1.376,175783,-29.686,16.617,28.593,-5.623,-20.168,883,-3.26,68,17.2,13.128
17197881900,Will County,Joliet,60435,,77.2,3799,45.802,54.198,26.7,38.01,54.778,7.212,19.847,42.459,1.106,0.711,33.219,1690,84.615,15.385,1430,55.734,27.552,41.049,2.64,15.966,58.553,61.788,8.202,7.687,18.843,64.599,83.601,16.399,9.871,28.546,10.078,63.281,25.159,75.566,4.344,2.172,3.167,24.801,64.126,20.909,52.727,22370,34940,13654,20422,25845,14688,,20.459,3.947,27.709,25.283,8.858,53.203,43.664,53.532,65.35,42.748,73.402,54.262,37.301,23.358,9983,,33506,37917,0.298,,27.692,30.059,42.249,89.586,37.87,20.28,79.72,7.552,62.378,35.175,0,0.699,0.888,2.517,1952,736,55.965,30.351,114500,1197,89.31,3896,3.727,30025,-25.495,13.981,11.178,145879,-21.51,41.002,57.1,1.746,-2.838,792,-7.105,73,4.42,8.881
17197882000,Will County,Joliet,60432|60433,,67.7,3441,52.543,47.457,27.7,26.359,67.19,6.452,13.484,36.879,0,0.552,46.963,1169,86.826,13.174,1015,52.808,20.887,41.675,2.74,5.344,61.224,63.691,5.598,2.977,17.661,46.396,74.252,25.748,19.297,40.807,14.103,50.688,12.896,63.891,4.207,1.753,6.573,23.272,72.118,21.478,48.67,21094,32449,11400,18069,18295,17719,,28.632,2.315,30.12,28.03,9.461,45.819,36.94,50,60.488,42.693,61.039,57.469,33.432,54.955,14306,,35900,31346,0.398,,37.211,23.182,39.607,92.216,48.931,18.818,81.182,4.532,69.458,27.98,0,0.493,1.454,2.266,1942,776,69.296,38.228,94000,1317,69.11,3472,12.253,29494,-28.48,15.141,-2.245,114761,-18.091,29.951,38.869,12.742,18.6,756,2.662,83,20.16,8.177
17197882100,Will County,Joliet,60432,,76.3,2789,52.169,47.831,32.1,28.254,62.926,8.82,10.075,9.537,0.932,0,79.455,773,88.875,11.125,687,79.913,21.834,11.208,3.98,9.063,40,55.181,5.947,3.68,6.873,41.597,54.787,45.213,35.353,75.662,34.295,70.827,17.691,70.768,0,0,3.468,26.84,86.317,21.834,26.055,37841,49257,14142,20819,22478,17405,,36.833,7.741,24.747,23.16,8.045,37.229,31.512,42.667,42.935,31.471,47.303,49.007,25.945,16.387,17019,,41458,44375,,,57.956,35.317,6.727,91.721,61.449,41.485,58.515,25.473,92.431,6.841,0.728,0,2.199,2.329,1939,924,62.687,37.313,108200,1072,58.246,2929,-9.291,32920,14.948,5.497,12.194,145217,-25.491,44.043,56.051,-12.572,-7.044,813,13.617,52,14.77,13.974
17197882200,Will County,Joliet,60432,,62.7,4598,56.22,43.78,31.5,28.251,61.288,10.461,30.035,10.331,0.261,0.913,57.025,1547,95.087,4.913,1471,69.205,16.315,24.949,3.11,4.936,100,62.007,4.251,2.54,8.812,40.084,67.334,32.666,25.903,51.537,16.651,64.414,17.043,78.998,0.592,0,2.154,28.056,80.286,25.153,30.863,39406,43132,14375,21286,22043,20716,,31.238,10.008,42.764,39.969,11.329,22.593,13.752,16.517,18.182,18.708,28.947,20.015,19.051,13.152,43819,,31225,40951,,,87.524,12.476,0,92.76,52.618,58.26,41.74,16.451,96.669,2.787,0,0.544,0,2.039,1939,929,66.45,45.603,86200,1021,70.245,4624,2.939,47043,-16.234,17.354,-0.311,131644,-34.52,16.75,24.274,1.958,-4.259,1052,-11.659,38,14.77,7.41
17197882300,Will County,Joliet,60433,,48.2,4281,50.783,49.217,31,27.891,64.915,7.195,49.848,8.012,0.514,2.569,38.402,1695,88.968,11.032,1508,63.462,13.859,28.183,2.84,4.851,82.692,81.747,10.558,1.005,8.204,51.299,86.989,13.011,10.955,30.092,6.141,71.438,17.448,76.138,2.414,0.494,0.987,25.7,80.902,20.889,20.69,43533,50787,18513,24436,31314,19428,0.62,20.089,7.789,54.613,49.077,8.596,27.26,15.465,25.192,26.545,20.696,23.324,34.59,16.301,6.494,70083,,37415,45833,,,89.204,9.204,1.593,92.802,29.853,69.562,30.438,18.568,89.92,10.08,0,0,4.425,0.663,1951,1031,38.78,24.619,111500,1019,74.452,4259,2.676,48660,-10.536,15.757,1.691,151065,-26.191,15.663,23.766,5.033,10.824,902,14.361,49,15.93,3.515
17197882400,Will County,Joliet,60433,,69.6,3652,54.819,45.181,29.4,31.736,61.665,6.599,6.709,41.758,0.931,0,48.768,1102,89.746,10.254,989,86.957,34.783,8.089,3.65,6.473,62.069,65.01,6.53,4.659,13.41,29.461,75.712,24.288,20.263,42.291,13.495,64.914,20.161,72.661,2.901,0,1.378,21.333,80.789,19.11,39.737,38885,46850,13547,19567,18725,20332,,27.382,8.714,39.869,36.199,7.01,32.694,24.767,30.586,42.614,28.888,50.226,35.03,26.599,20.747,43533,,19167,37139,,,79.22,20.78,0,88.294,51.18,49.242,50.758,24.065,92.821,7.179,0,0,0.817,0,1939,899,71.116,39.243,86300,1131,74.743,3541,-2.236,39555,-1.694,13.952,6.209,132527,-34.881,19.058,18.785,9.83,16.245,1035,-13.145,30,10.59,12.032
17197882500,Will County,Joliet,60436|60433,,66.6,2310,40.519,59.481,24.7,34.156,56.364,9.481,3.074,71.126,0,1.602,19.437,835,91.257,8.743,762,76.115,46.85,23.228,3.03,8.571,100,75.442,5.83,1.648,13.134,39.269,92.684,7.316,3.333,17.132,2.743,55.021,27.987,96.313,1.229,0,2.458,,69.291,36.483,55.381,21630,34548,12124,18783,21477,12253,0.571,18.398,0.634,26.407,25.758,11.212,50.952,44.483,54.545,54.375,44.545,68.103,59.442,41.167,10.959,21114,,25938,35000,,,66.826,22.754,10.419,98.683,42.156,31.496,68.504,20.997,92.782,6.037,0,1.181,1.796,5.774,1943,778,65.134,38.314,81500,780,49.167,2370,-6.176,37370,-42.119,24.473,3.514,126678,-35.664,27.923,36.944,16.622,22.498,775,0.434,65,6.38,4.462
17197882601,Will County,Joliet,60436,,39.6,3428,50.846,49.154,33.1,17.94,70.653,11.406,51.779,6.33,0.35,0.146,38.798,1153,91.674,8.326,1057,66.32,12.677,18.921,3.24,2.465,0,80.461,16.262,0,9.042,43.734,75.583,24.417,21.558,29.745,15.432,67.51,6.985,78.515,1.125,1.237,0,25,87.701,25.26,12.772,67938,72327,23827,31550,35781,29333,,16.978,0,61.464,56.505,12.835,20.887,7.703,17.308,23.871,8.956,26.636,22.439,6.978,0,38750,,66484,83214,,,96.704,3.296,0,93.495,19.601,80.889,19.111,20.435,96.878,3.122,0,0,0.607,3.027,1954,1133,29.703,15.842,120500,1121,61.754,3087,,,,,,,,,,,,,,37,0.91,4.541
17197882602,Will County,Joliet,60436,,69.5,3268,58.537,41.463,22.9,39.535,54.59,5.875,27.02,15.606,0.092,0.031,47.277,969,87.513,12.487,848,80.425,16.509,14.151,3.85,11.951,0,62.166,8.471,14.396,12.388,34.375,80.294,19.706,13.647,39.875,9.638,66.321,26.316,82.174,1.175,0,0.392,22.395,86.91,16.392,22.642,32088,43987,12218,20759,21806,11358,,21.634,0.31,47.736,46.818,7.283,31.548,39.296,57.589,70.076,44.584,70.812,66.873,32.96,2.604,35000,,40833,30774,,,67.183,29.412,3.406,91.125,71.93,45.401,54.599,14.033,85.377,10.849,0,0.825,0,0.472,1939,842,63.715,19.87,106100,992,62.078,2931,,,,,,,,,,,,,,32,0,4.245
17197882701,Will County,Joliet,60435,,39.7,2434,47.864,52.136,35.6,25.144,66.311,8.546,57.642,5.752,0,0.123,35.99,930,93.871,6.129,873,66.208,12.944,27.835,2.79,2.421,0,91.013,35.759,1.634,5.762,38.462,84.47,15.53,11.627,28.553,4.024,69.254,3.245,84.598,4.368,0,1.149,29.057,80.871,21.993,8.82,71835,82738,30664,34750,40000,33036,,13.106,0,72.761,67.707,9.86,11.709,5.882,11.069,28.169,8.902,24.176,15.12,7.187,4.808,56250,,69844,74688,,,94.516,5.054,0.43,91.29,40.538,78.809,21.191,24.971,94.044,5.269,0,0,0,2.52,1948,1127,22.703,8.108,160600,1278,66.134,2380,,,,,,,,,,,,,,60,3.59,9.966
17197882702,Will County,Joliet,60435,,44.6,3176,48.174,51.826,29.6,26.385,68.23,5.384,47.103,31.675,0,0.189,17.979,1143,88.364,11.636,1010,62.079,20.297,34.851,2.93,0.758,100,83.164,14.269,0.955,6.876,33.918,93.482,6.518,4.975,13.574,5.082,67.908,14.303,82.075,3.952,0,1.694,21.541,88.119,16.139,22.97,45476,51981,17452,24126,25890,22039,,16.971,2.864,51.543,45.246,6.171,31.392,9.888,11.444,43.299,10.262,34.188,8.78,11.373,4.678,47062,,48000,21250,,0.443,52.931,29.221,17.848,90.901,60.367,34.653,65.347,9.208,64.257,33.564,0,0,0,3.663,1939,1000,42.879,23.333,121400,1210,72,3075,,,,,,,,,,,,,,60,0,5.446
17197882801,Will County,Joliet,60436|60435,,53.5,2621,42.159,57.841,43.3,23.77,53.148,23.083,59.1,6.601,0.61,0.954,30.065,1212,91.749,8.251,1112,41.097,6.924,53.058,2.19,7.76,69.811,77.559,19.136,5.778,16.692,46.331,79.702,20.298,11.751,24.086,10.601,56.897,7.997,81.653,0.706,0.605,1.512,25.67,59.353,39.478,24.191,37688,49415,22685,29500,39773,25052,0.63,15.764,0,51.97,41.051,20.443,31.199,8.315,3.214,6.475,11.412,5.031,1.284,17.216,8.386,14643,,39219,62948,,,43.399,3.63,52.97,82.591,5.941,53.597,46.403,17.986,74.64,18.435,0,3.058,5.198,2.518,1973,772,43.798,16.473,122600,857,54.027,2633,,,,,,,,,,,,,,53,0,6.835
17197882802,Will County,Joliet,60434|60436,,60.4,3434,38.789,61.211,39.8,25.743,52.068,22.19,40.448,37.682,0,4.019,14.793,1183,92.054,7.946,1089,62.718,28.375,28.742,2.77,5.781,100,81.619,10.116,4.638,13.998,48.762,89.75,10.25,5.387,12.187,3.015,53.533,16.824,92.703,0.811,0,2.523,,70.707,32.048,27.456,44464,42793,16050,22182,35705,19848,0.556,17.791,0,45.304,41.435,15.84,34.524,11.859,18.493,31.884,17.554,31.329,25.325,14.804,13.119,50826,,33784,29861,1.504,,52.24,5.917,41.843,83.939,2.113,50.321,49.679,17.631,64.922,27.916,0,4.775,0,0,1964,863,41.959,19.409,109600,1251,74.453,3033,,,,,,,,,,,,,,57,0,9.734
17197882900,Will County,Joliet,60436,,40.6,2382,48.531,51.469,36.6,24.391,63.728,11.881,61.209,1.343,0.168,0,36.314,1020,91.863,8.137,937,58.805,15.368,34.472,2.54,3.676,0,82.523,9.538,1.549,10.474,45.583,91.688,8.312,6.675,26.016,2.602,69.537,12.693,87.558,1.021,1.021,5.2,20.775,81.217,28.495,15.155,54395,61283,25027,33194,36680,24152,0.658,13.182,5.852,67.632,61.545,14.19,17.842,8.711,13.968,7.746,12.928,17.127,19.252,10.606,13.428,,,53427,60231,,,82.059,13.627,4.314,85.196,24.706,52.188,47.812,27.001,90.395,8.324,0,0,0.588,2.241,1952,927,37.723,16.295,130700,793,57.464,2361,3.371,48516,12.118,11.97,0.723,151065,-13.481,8.923,8.966,4.005,10.286,849,9.243,8,19.01,1.174
