Tract,County,City,ZIP Code,Chicago Community Area,Hardship Index,Population,Male,Female,Median age,Age <18,Age 18-64,Age 65+,White,Black,American Indian,Asian,Hispanic/Latino,Housing units,Occupied,Vacant,Households,Family households,Female-headed family households,Living alone,Average household size,Women 15-50 with recent birth,% of births to unmarried women,High school graduation rate,College graduation rate,Disability (children),Disability (working-age adults),Disability (elderly),Native,Foreign born,Non-citizens,Speak Spanish at home,Speak English poorly,Labor force participation,Unemployment,Drive alone to work,Public transportation to work,Bike to work,Walk to work,Mean travel time to work,Households with earnings,Households with Social Security income,Households with food stamps/SNAP,Household median income,Household mean income,Per capita income,Median earnings for workers,"Median earnings, male","Median earnings, female",Female earnings differential,Uninsured,Children Uninsured,Private Health Insurance,Employer-Based Health Insurance,Medicare,Medicaid,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,"Household median income, Black","Household median income, Asian","Household median income, Non-Hispanic White","Household median income, Hispanic",White-Black household income differential,White-Hispanic household income differential,Single housing unit,2-4 housing units in building,5+ housing units in building,Built 1979 or earlier,Built 1939 or earlier,Owner occupied,Renter occupied,Moved in before 1990,Utility gas heat,Electric heat,Combustion fuel heat,No heat,Lacking complete plumbing,No telephone service,Median year structure built,Median gross rent,Rent-burdened,Severely rent-burdened,Median value,Median selected monthly owner costs,Housing units with mortgage,Population (2010),"Population Change, 2000-2010",Household Median income (2005-2009),"Household median income, 5-year change",Unemployment (2005-2009),"Unemployment, 5-year change",Median value (2005-2009),"Median value, 5-year change",Poverty rate (2005-2009),Child poverty rate (2005-2009),"Poverty rate, 5-year change","Child poverty rate, 5-year change",Median gross rent (2005-2009),"Median gross rent, 5-year change",Walk Score,Disconnected youth,Crowded housing
17031817101,Cook County,Bellwood,60104,,46.4,4703,42.909,57.091,37.5,24.197,61.769,14.034,3.53,87.604,0,0.978,4.805,1910,90.681,9.319,1732,63.395,34.18,32.794,2.72,3.1,79.487,87.266,17.722,0,8.468,28.939,95.535,4.465,2.552,3.399,0.993,70.735,20.023,62.184,12.524,0.485,3.398,29.157,79.042,29.099,26.212,36796,52335,20646,26542,35156,24044,,12.503,2.812,60.174,55.22,16.521,20.646,16.029,21.976,32.639,15.903,34.161,16.17,16.592,12.424,36905,,31136,76700,,2.463,52.147,22.723,25.131,91.78,12.304,54.734,45.266,23.152,88.048,10.97,0,0,0,1.443,1957,951,71.939,34.439,130100,1365,73.207,4542,-8.941,57910,-36.46,8.948,11.075,196749,-33.875,8.663,12.11,7.24,4.06,957,-0.597,64,14.33,3.233
17031817102,Cook County,Bellwood,60104,,39.5,3468,44.089,55.911,34.8,27.018,60.9,12.082,4.642,82.238,0,0,11.995,1154,91.508,8.492,1056,83.617,28.504,15.152,3.28,4.076,20.93,87.693,12.852,3.522,9.422,31.981,98.674,1.326,0.404,8.377,2.087,70.453,16.228,86.943,6.115,0.382,2.803,27.422,81.913,34.28,24.337,52384,59364,19821,22724,27989,17292,,11.275,0,64.879,61.303,14.792,24.135,6.455,9.641,0,6.43,0,6.19,7.813,0,52303,,53281,55132,,,80.763,14.298,4.939,91.768,20.884,78.883,21.117,36.932,98.295,1.705,0,0,0.433,0.758,1954,974,55.605,23.318,142000,1620,72.509,3189,-10.747,60915,-14.005,13.142,3.086,202597,-29.91,17.94,31.758,-11.51,-25.568,1039,-6.298,52,0,0.568
17031817200,Cook County,Maywood,60153,,54.4,4504,48.224,51.776,36,25.733,61.945,12.322,1.532,83.548,0,0,13.921,1876,80.384,19.616,1508,63.793,33.09,25.663,2.98,11.279,84.252,76.091,11.852,2.761,12.243,43.243,91.563,8.437,7.726,14.512,5.567,57.774,18.123,74.875,7.268,0,0.501,27.001,70.225,37.467,42.109,36111,48143,17414,26274,25625,26820,,22.244,12.338,34.825,31.485,14.473,35.916,16.528,29.193,31.515,26.789,30.151,47.11,21.505,11.532,36161,,,35950,,,58.795,21.215,19.989,96.695,46.535,58.687,41.313,28.382,91.18,7.626,0,0,4.797,0,1944,908,66.132,40.449,145300,1389,70.734,4684,-10.13,48214,-25.103,15.862,2.261,186266,-21.993,13.378,19.654,13.411,27.456,1066,-14.818,68,17.61,4.775
17031817300,Cook County,Maywood,60153,,60.3,2377,45.604,54.396,31.1,31.889,56.92,11.191,1.641,72.276,0,0.799,23.727,1011,73.195,26.805,740,67.027,36.216,32.973,3.21,4.944,58.065,79.795,8.219,3.826,15.35,56.015,86.916,13.084,9.508,18.811,3.112,63.481,22.212,72.149,10.564,0.72,3.361,,72.297,38.514,41.351,37328,40179,13905,22295,23773,19531,,21.344,12.665,28.487,23.922,16.864,44.252,28.427,39.482,30.894,33.067,50,49.208,29.416,5.639,37109,,,36250,,,52.423,43.126,4.451,95.252,58.853,52.162,47.838,28.514,95.541,3.919,0,0,4.352,4.189,1939,970,75.141,52.26,132500,1121,53.109,2653,-8.769,48829,-23.554,14.199,8.013,181852,-27.139,18.039,30.236,15.028,18.972,970,0.005,65,0,6.757
17031817400,Cook County,Maywood,60153,,54,4281,46.344,53.656,30.2,31.348,59.706,8.947,15.417,26.466,0,1.729,57.767,1344,86.83,13.17,1167,82.348,18.68,12.939,3.66,6.169,87.324,67.544,14.633,0,4.108,27.676,76.407,23.593,17.169,46.622,14.436,66.688,6.803,66.525,7.733,0,1.96,25.905,88.003,21.165,18.766,54665,63991,18337,25156,32639,20637,0.632,20.135,13.487,57.113,51.226,8.806,18.57,5.827,8.96,10,11.69,10.354,12.869,12.128,4.7,47694,,69338,67262,,,62.723,25.149,12.128,96.949,65.551,56.298,43.702,20.908,94.344,3.513,0,0,3.497,2.913,1939,929,47.451,17.059,162000,1311,59.97,4204,-5.486,74627,-26.749,9.011,-2.208,243315,-33.42,8.866,9.181,2.824,3.688,1149,-19.127,66,14.73,6.427
17031817500,Cook County,Maywood,60153,,55.6,3911,46.791,53.209,36.6,25.697,60.138,14.165,5.267,74.968,0,0.384,19.381,1670,82.814,17.186,1383,69.053,31.815,30.08,2.78,5.544,64.815,78.014,12.324,2.388,16.071,58.664,90.028,9.972,8.54,18.517,2.978,64.178,17.82,67.734,11.396,0,3.201,31.622,67.968,30.08,48.228,31319,44703,16930,22714,21802,24250,,26.438,12.836,33.981,27.793,16.287,36.564,23.246,27.757,36,24.929,42.786,29.599,21.854,29.783,29239,,41250,37031,,,38.623,21.916,39.461,77.964,44.311,41.359,58.641,11.714,82.43,15.474,0,1.085,1.138,1.302,1945,719,59.803,29.716,150300,1489,73.252,3623,-13.325,33186,-5.626,21.267,-3.447,203701,-26.215,20.162,24.178,4.767,5.421,702,2.45,74,35.57,4.194
17031817600,Cook County,Maywood,60153,,44.3,3874,48.735,51.265,36.8,19.67,69.824,10.506,3.717,84.151,0,0.594,9.886,1519,82.159,17.841,1248,71.554,38.301,27.724,3.1,1.049,100,83.991,12.579,5.381,15.97,44.963,93.856,6.144,2.22,11.895,0.646,60.55,24.206,82.837,6.92,0,4.706,27.756,78.365,28.285,36.779,41011,53967,19100,27604,30844,25500,,20.831,7.087,49.458,43.314,12.416,24.935,17.917,33.333,26.016,21.327,31.013,36.011,18.336,14.251,34955,,56500,57778,,,66.096,22.515,11.389,94.536,36.537,61.939,38.061,30.769,90.465,9.535,0,0,2.567,1.763,1950,888,75.158,42.737,132200,1295,68.952,3997,-13.052,53345,-23.121,11.708,12.498,197411,-33.033,16.901,24.636,4.426,11.375,806,10.238,49,17.57,1.282
17031817700,Cook County,Maywood,60153,,42,5201,49.567,50.433,41.2,18.573,62.738,18.689,0.673,90.329,0,0.135,8.864,1777,89.42,10.58,1589,84.141,25.551,15.167,3.27,4.842,49.091,84.227,17.087,2.795,14.925,37.243,95.405,4.595,2.73,7.194,3.384,58.733,22.749,78.318,6.374,0,1.985,27.21,75.142,48.332,22.026,54119,86443,27728,28646,30363,26852,,12.844,8.075,57.143,55.028,22.342,21.996,12.64,25.222,45.833,15.997,49.624,35.404,13.515,5.041,56366,,28000,31792,2.013,,96.061,3.545,0.394,96.455,54.418,91.756,8.244,48.458,93.518,6.482,0,0,3.77,5.412,1939,1341,64.122,32.824,132200,1179,63.649,4929,-12.637,68935,-21.493,11.724,11.025,181962,-27.347,15.756,33.986,0.241,1.418,1535,-12.634,54,23.33,0.503
17031817900,Cook County,Broadview,60155|60141,,40.1,5482,54.962,45.038,46,19.391,63.9,16.709,18.57,69.792,0,1.751,8.592,2534,90.134,9.866,2284,61.865,14.098,36.865,2.33,1.944,100,89.326,20.954,4.986,11.933,43.684,94.509,5.491,3.119,5.097,1.732,63.064,18.583,79.659,7.918,2.1,3.15,24.513,75.701,30.779,13.047,51327,61805,26905,34359,34675,33833,,13.107,9.69,66.989,65.761,18.823,17.11,11.323,13.23,8.943,11.036,17.301,21.047,9.101,7.202,45096,111136,53088,64181,,,58.84,12.904,28.256,96.961,16.496,60.333,39.667,19.658,82.312,15.105,0,0.876,2.17,6.173,1954,824,46.026,16.556,154700,1192,61.829,5632,-5.598,61588,-16.661,13.327,5.256,211425,-26.83,8.664,15.819,2.372,5.228,840,-1.874,51,0,2.539
17031818000,Cook County,Westchester,60155|60546,,35.1,4451,50.011,49.989,42,19.434,62.503,18.063,41.137,43.473,0.786,1.887,12.042,1716,97.669,2.331,1676,63.783,17.661,32.995,2.65,0,0,91.579,14.015,10.405,8.699,32.711,93.619,6.381,1.326,9.358,1.4,65.633,11.206,84.779,5.278,0,0.566,24.093,73.628,35.919,17.959,59180,66347,26282,35558,37009,31505,,17.165,14.913,65.199,59.11,19.861,12.469,5.239,9.646,0,8.713,0,9.242,7.836,11.194,61337,,52039,60682,,,66.783,7.168,26.049,98.951,12.063,63.604,36.396,25.358,87.47,12.53,0,0,0,1.969,1955,919,47.049,21.803,182400,1208,64.071,4234,-0.82,52823,12.035,9.182,2.024,252143,-27.66,5.056,1.353,3.657,7.889,935,-1.673,49,3.45,0.06
17031818100,Cook County,Westchester,60154,,38.6,2417,49.359,50.641,40.8,25.859,53.827,20.314,66.115,13.902,0,4.799,13.281,897,100,0,897,70.123,8.25,27.759,2.68,1.197,0,89.628,34.353,5.28,4.535,47.047,83.699,16.301,4.468,10.738,3.624,63.486,11.755,77.329,4.131,0,1.729,26.773,71.906,39.465,6.466,65074,74380,28270,39539,47583,32879,0.691,3.31,0,78.279,70.501,21.183,9.268,2.226,4.459,0,4.179,0,8.48,2.075,4.277,54132,73750,67417,68333,0.803,,88.963,11.037,0,100,1.338,93.868,6.132,30.992,98.105,1.561,0,0,0,0,1955,950,60,45.455,226800,1237,65.914,2318,2.43,84140,-22.66,4.259,7.496,295620,-23.28,4.987,3.963,-0.808,4.517,,,51,3.5,1.226
17031818200,Cook County,Westchester,60154,,32.7,4554,46.684,53.316,41.6,21.036,64.954,14.01,49.231,25.648,0,0.812,21.19,1910,93.403,6.597,1784,68.217,8.352,23.879,2.54,7.731,20.779,90.403,30.193,6.054,13.59,47.806,86.649,13.351,8.037,20.524,4.751,70.101,7.018,79.785,5.419,1.118,0.387,30.16,81.166,29.596,11.323,65640,74811,30348,39880,41494,32708,,7.093,3.132,74.989,65.02,16.513,13.285,10.107,15.975,3.401,10.694,1.779,14.509,10.412,6.27,83214,,65556,53780,,,83.508,16.492,0,100,8.22,85.202,14.798,19.955,96.861,3.139,0,0,1.204,0,1954,1161,61.742,35.985,185800,1399,71.513,4702,0.47,78684,-16.578,11.55,-4.532,282268,-34.176,3.35,3.025,7.344,11.484,1244,-6.643,47,0,0
17031818300,Cook County,Hillside,60162,,46.8,6327,46.515,53.485,38.7,22.87,62.715,14.414,20.499,41.157,0,1.217,34.914,2188,95.658,4.342,2093,75.92,21.309,21.405,2.91,4.474,69.512,78.1,19.281,2.35,7.052,40.605,82.266,17.734,10.763,31.714,7.563,63.168,9.817,82.496,4.232,0,0.359,25.332,83.899,24.749,19.207,52841,63192,22293,31082,30099,31680,,14.495,9.468,61.667,58.352,13.845,19.418,14.852,21.842,44.255,17.3,51.639,30.014,13.49,13.241,55196,13750,56178,51742,,,78.382,6.033,15.585,96.572,10.009,74.63,25.37,20.688,88.438,8.743,0,0.86,0.32,1.194,1958,857,73.258,47.081,165500,1430,70.294,5826,1.093,60701,-12.949,7.698,2.119,246295,-32.804,11.384,18.16,5.916,11.854,903,-5.056,60,1.45,3.822
17031818401,Cook County,Oak Brook,60162|60154,,34,3425,50.248,49.752,40.3,19.358,64.292,16.35,44.146,27.679,1.197,5.226,22.686,1451,91.316,8.684,1325,66.34,18.264,30.34,2.54,4.933,0,89.324,26.414,6.938,6.04,32.797,85.723,14.277,1.869,14.5,2.65,68.35,13.695,79.722,4.661,1.453,2.058,24.864,77.887,21.736,6.943,63194,75669,30381,38929,46655,31394,,12.493,0,74.896,67.906,12.79,7.406,7.053,5.978,0,6.752,0,13.424,5.586,3.018,66429,174091,55647,81490,,,85.596,0.62,13.784,94.831,6.754,76.226,23.774,24.453,86.189,8.83,0,0.755,0,3.094,1957,927,64.444,23.81,196000,1405,71.287,3634,-1.304,69093,-8.538,11.694,2.001,285026,-31.234,4.441,0,2.311,13.424,1047,-11.478,22,8.85,0
17031818402,Cook County,Hillside,60154|60162,,38.2,3085,45.835,54.165,41.8,20.972,57.439,21.588,60.227,14.522,0,3.793,20.94,1493,84.528,15.472,1262,59.588,10.143,38.669,2.44,6.545,0,89.439,30.465,1.391,8.352,34.384,87.034,12.966,5.835,13.611,3.269,63.672,7.611,79.852,8.625,0,0.606,27.648,77.1,36.45,6.022,60000,78338,33101,44069,47188,43725,,8.493,10.355,80.746,65.835,23.144,4.214,2.926,3.354,0,4.7,0,3.555,5.756,3.003,61667,50750,54688,87500,,1.6,69.658,5.76,24.581,90.02,0.201,76.704,23.296,26.941,90.095,9.509,0,0,0.469,1.823,1958,1141,37.075,14.626,218400,1421,64.566,3051,-0.877,63795,-5.949,1.745,5.866,298268,-26.777,6.739,8.333,-2.039,-4.778,998,14.382,39,9.59,3.724
17031818500,Cook County,Oak Brook,60154,,33.6,5557,48.479,51.521,55.8,14.918,52.33,32.751,77.146,7.396,0,4.229,10.797,2607,94.476,5.524,2463,60.617,6.009,36.094,2.21,1.528,0,91.524,34.6,4.825,7.719,27.7,89.797,10.203,1.908,7.144,0.697,53.315,7.391,76.823,5.99,0.347,0.738,,69.346,51.726,4.791,68932,88934,40732,44242,62188,32993,0.531,4.871,7.6,81.452,63.199,32.647,9.154,2.545,5.963,0,4.779,0,6.514,4.154,4.994,90192,143636,64101,78750,,,94.591,3.26,2.148,69.582,2.263,93.869,6.131,31.831,95.615,3.857,0,0,0,1.624,1969,1936,0,0,253500,937,44.896,5682,-2.855,71219,-3.211,1.104,6.287,371428,-31.75,2.211,1.865,2.568,4.649,,,40,12.17,0.325
17031818600,Cook County,La Grange Park,60526,,32,4773,50.367,49.633,41.4,21.601,62.435,15.965,75.152,7.647,0,2.472,14.477,2109,93.03,6.97,1962,63.812,10.245,32.875,2.42,3.486,0,94.69,41.16,1.067,4.732,43.832,83.428,16.572,8.38,10.356,4.192,67.805,9.623,76.801,5.276,0.461,0.628,27.918,76.351,28.491,7.492,63750,83201,34942,40648,44818,34212,,8.255,5.044,75.236,65.661,17.641,9.805,6.629,7.472,0,9.198,0,8.438,11.477,1.312,12109,42692,67500,60875,,,70.27,8.819,20.91,95.733,1.897,67.788,32.212,24.465,91.641,6.779,0,0,0,1.274,1956,933,32.595,19.304,282400,1466,59.173,4715,-3.302,77646,-17.897,5.892,3.731,363152,-22.236,4.047,2.236,5.151,6.202,956,-2.366,29,2.66,1.376
17031818700,Cook County,Brookfield,60513,,26,3575,47.608,52.392,40.1,21.091,68.811,10.098,82.07,2.993,0.196,0.336,14.042,1464,95.902,4.098,1404,70.085,12.607,23.006,2.54,4.801,0,95.822,41.315,1.194,7.764,31.856,92.951,7.049,2.35,9.091,0,77.624,11.699,85.187,9.909,0.455,1.719,25.159,84.544,19.231,4.345,84833,112417,45097,45952,58011,40202,0.693,5.874,0,84.727,77.371,9.93,9.762,6.504,11.704,0,9.818,0,11.141,9.715,7.756,,,93984,43036,,0.458,80.738,12.022,7.24,89.481,29.508,79.63,20.37,27.208,94.587,4.986,0,0,0,0.499,1953,1038,26.224,26.224,241700,1745,73.345,3625,2.17,74148,14.41,8.23,3.469,272998,-11.465,2.517,0,7.301,11.141,881,17.878,63,0,0
17031818800,Cook County,Brookfield,60513,,33.2,5630,47.602,52.398,39.2,23.712,65.329,10.959,81.741,1.865,0,0.71,15.293,2165,97.644,2.356,2114,66.651,16.509,27.058,2.64,9.772,35.766,95.835,31.298,3.146,7.966,45.705,95.258,4.742,0.87,6.294,0.712,66.239,8.33,79.736,7.17,0,3.925,27.233,76.49,24.314,9.413,70862,73521,28183,33340,41332,28348,0.686,7.691,1.124,80.32,71.066,11.847,7.833,12.775,19.373,12.385,12.789,10.274,20.899,11.773,1.297,91765,,67381,91397,,,77.552,15.566,6.882,96.721,45.219,70.956,29.044,23.557,94.465,4.541,0,0,0,2.129,1943,965,50,35.505,238000,1617,68.6,5556,-1.279,74090,-4.357,3.289,5.041,287013,-17.077,5.267,2.399,7.522,18.5,1163,-17.029,68,27.01,1.608
17031818900,Cook County,La Grange Park,60526,,34.8,4751,48.39,51.61,40.1,23.616,58.051,18.333,81.772,2.273,0,1.01,14.755,1995,96.441,3.559,1924,62.474,12.11,33.576,2.4,1.39,0,96.245,37.612,3.387,4.601,33.418,87.645,12.355,4.589,10.428,3.401,63.858,8.174,78.39,9.857,1.481,1.296,29.191,75.26,31.445,5.717,58854,71671,29963,39388,40650,35662,,9.604,1.159,75.514,63.552,17.889,8.761,5.907,8.318,14.146,7.895,21.222,8.913,7.766,6.888,45848,,63462,28536,0.722,0.45,52.581,16.742,30.677,88.321,2.055,60.239,39.761,23.441,84.096,12.578,0,1.299,3.559,0.468,1956,1045,48.758,20.523,285600,1458,59.362,4299,-0.417,63324,-7.059,4.793,3.381,378270,-24.498,3.641,1.354,4.254,7.559,1088,-3.954,47,3.76,1.819
17031819000,Cook County,Oak Brook,60526,,25,4595,45.397,54.603,42.4,29.554,53.798,16.649,90.838,0.979,0,0,7.269,1714,95.624,4.376,1639,69.921,4.332,29.286,2.77,3.024,0,97.494,68.249,2.577,4.126,53.072,97.236,2.764,0.305,5.531,0,60.658,2.856,61.233,21.651,0,2.751,32.846,68.883,32.947,0.366,111506,152066,55548,65563,98417,39286,0.399,2.372,1.178,91.97,78.107,16.714,5.049,0.436,0.786,0,2.873,0,0.884,3.277,5.098,,,111763,138281,,,76.488,3.676,19.837,77.771,48.191,76.693,23.307,25.137,87.065,12.325,0,0.61,0,0.793,1943,2000,74.346,60.995,475300,2396,78.282,5117,11.263,118163,-5.634,3.151,-0.295,575901,-17.468,3.585,2.578,-0.712,-1.694,1970,1.539,6,9.5,0
17031819100,Cook County,Lyons,60534,,43.1,4358,54.36,45.64,37.3,21.271,63.355,15.374,44.172,4.475,0,2.341,45.916,1862,91.353,8.647,1701,60.905,18.519,36.332,2.53,2.208,33.333,84.825,20.399,2.805,6.394,36.574,74.736,25.264,13.469,35.412,4.867,68.318,11.125,75.425,9.906,0,0.849,31.382,74.133,33.627,16.872,52656,61189,25356,28466,29315,27331,,20.037,7.983,59.068,50.046,15.005,17.092,7.819,13.394,6.863,8.349,11.152,9.817,8.988,3.549,33750,28889,47614,61923,,,45.22,15.628,39.151,79.431,22.986,53.909,46.091,17.402,81.305,16.872,0,0.941,0,0.941,1959,914,54.719,22.577,168000,1195,66.521,4552,4.764,46845,12.405,8.646,2.479,263398,-36.218,13.721,20.513,-5.372,-10.696,855,6.877,45,12.5,4.703
17031819200,Cook County,Lyons,60534,,46.9,6383,51.715,48.285,34.7,22.325,64.75,12.925,48.896,3.509,1.238,1.473,45.073,2216,95.578,4.422,2118,66.147,13.126,27.007,3,0,0,79.981,14.832,5.895,9.17,43.152,80.025,19.975,10.309,35.772,4.871,64.896,6.769,79.864,4.448,1.426,1.562,31.628,77.856,32.059,11.898,51371,58563,20615,27844,29038,26321,,17.171,6.035,53.329,46.859,19.301,19.85,10.849,18.929,8.525,15.97,6.846,21.489,15.848,7.152,65606,,47254,49718,,,70.713,19.991,9.296,87.951,26.76,71.058,28.942,21.483,94.429,3.352,0,1.464,0,2.927,1954,1079,46.493,30.832,165400,1416,70.565,6107,4.233,61639,-16.658,4.68,2.089,236584,-30.088,3.092,1.707,12.878,19.782,1037,4.024,42,0,6.516
17031819300,Cook County,Brookfield,60513,,28.1,3028,45.608,54.392,32.8,23.217,71.367,5.416,77.444,4.557,0,1.189,12.153,1056,92.235,7.765,974,76.078,18.07,21.458,3.1,2.039,0,96.127,36.499,4.836,8.098,23.78,94.782,5.218,0.363,6.361,0.723,64.589,2.939,75.517,5.937,0.4,0,30.614,85.626,17.864,7.29,78043,91979,31152,38678,45292,35972,,13.012,0,73.085,63.904,9.346,12.649,6.073,12.784,4.724,8.549,5.364,11.4,7.867,5.488,,,83352,65938,,,83.144,11.553,5.303,95.928,40.057,83.368,16.632,26.489,97.125,0.821,0,0.616,0,0.924,1945,856,33.333,11.111,209200,1542,66.01,2693,-4.198,79903,-2.328,7.551,-4.612,282819,-26.03,4.998,11.298,3.551,0.102,1121,-23.648,68,6.74,2.464
17031819400,Cook County,Brookfield,60513,,31.9,5232,43.157,56.843,37,23.643,66.628,9.729,68.979,0.898,2.217,3.995,24.943,2154,88.626,11.374,1909,71.084,12.467,26.873,2.74,4.095,7.463,91.422,31.207,3.8,4.539,25.147,85.761,14.239,3.67,17.192,0.594,73.006,3.235,79.533,5.997,0.662,0.453,32.131,80.513,23.415,11.262,77128,86183,32504,42733,51522,33300,0.646,7.595,0,80.39,72.011,10.541,13.507,9.433,16.58,0,8.508,0,13.696,7.602,2.358,,,81318,43553,,,52.878,32.173,14.949,84.819,23.352,68.465,31.535,23.363,95.39,1.414,0,0,3.575,0.576,1970,974,46.013,27.243,242000,1618,71.155,5538,1.689,67798,13.761,8.502,-5.267,286130,-15.423,7.685,9.898,0.823,3.798,948,2.756,40,0,1.676
17031819500,Cook County,La Grange,60525,,36,3119,49.824,50.176,40.8,23.277,59.667,17.057,63.001,18.179,0,2.405,15.037,1610,84.099,15.901,1354,49.852,9.601,45.716,2.17,3.232,0,92.886,43.394,0,10.483,37.415,84.162,15.838,8.721,14.155,4.944,57.831,2.443,64.241,20.188,0,1.8,28.152,75.406,31.536,9.01,62237,69339,31113,46106,45661,49539,,9.635,7.482,69.54,62.677,16.362,15.686,14.37,17.32,0,14.418,0,13.53,15.258,12.245,51875,106429,60724,71979,,,33.354,22.981,43.665,83.292,46.211,61.595,38.405,20.458,75.185,18.612,1.329,1.994,3.23,3.102,1945,1018,42.115,29.038,236800,1503,68.825,3212,-7.542,55682,11.772,8.472,-6.029,313937,-24.571,8.722,17.879,5.696,-4.349,989,2.963,88,,2.216
17031819600,Cook County,La Grange,60525,,24.9,3849,47.623,52.377,39.8,33.437,56.95,9.613,87.321,5.82,0,0.52,5.768,1285,97.51,2.49,1253,83.081,6.864,14.765,3.01,4.674,30.233,97.732,66.989,0.932,3.102,18.98,94.778,5.222,1.065,4.296,0.339,71.218,6.632,73.609,16.236,1.205,1.779,32.593,86.512,20.431,0.479,124653,161063,53093,65333,107596,42155,0.392,3.445,4.584,89.04,80.846,9.003,7.463,0.576,1.005,2.632,2.702,1.961,1.5,3.148,4.249,,,127857,113250,,,95.019,3.891,1.089,92.14,43.813,91.46,8.54,38.547,96.808,3.192,0,0,0,0.878,1944,1587,34.579,23.364,434400,2221,73.211,4010,0.025,145434,-14.289,3.423,3.209,519845,-16.437,1.692,2.419,1.01,-0.919,1327,19.55,71,0,0
17031819700,Cook County,La Grange,60525,,26.6,5985,49.39,50.61,39,34.854,53.534,11.612,96.508,0,0,2.306,0.785,1892,97.516,2.484,1845,86.179,7.046,11.111,3.22,1.994,0,97.824,77.582,2.109,3.34,26.043,95.071,4.929,1.621,0.798,0.308,69.629,7.2,65.028,19.849,0,4.045,33.921,86.667,23.252,1.03,150785,184549,57661,65227,93947,46071,0.49,1.136,0,93.818,84.528,11.679,3.96,4.151,4.56,4.059,5.363,2.34,5.273,5.836,3.453,,,150959,,,,97.569,1.533,0.899,84.884,45.137,94.201,5.799,25.691,96.043,3.523,0,0,0,0.325,1946,1810,29.907,6.542,549600,2666,70.656,5917,2.141,139793,7.863,5.989,1.211,609888,-9.885,1.778,2.92,3.585,2.353,1499,20.786,65,2.11,0
17031819801,Cook County,Western Springs,60558,,22.7,5405,49.732,50.268,40.3,34.505,54.912,10.583,94.32,0.167,0,0.703,4.422,1770,96.554,3.446,1709,83.675,2.224,14.687,3.15,5.02,45.161,99.449,80.159,2.735,3.78,22.902,98.076,1.924,0,1.858,0.514,68.211,7.533,58.027,28.473,1.99,3.938,34.658,84.201,20.246,1.755,147543,207630,65980,69211,96450,52750,0.547,2.556,0,95.074,86.37,10.667,1.167,0.839,0,0,1.147,0,0,1.314,4.021,,,148319,123571,,,95.537,4.463,0,80.282,36.723,92.744,7.256,27.501,96.08,2.984,0,0,0,0,1949,1653,30.645,17.742,565800,2684,72.05,5278,2.346,135396,8.971,2.495,5.038,642992,-12.005,0.592,0,0.555,0,1039,59.024,68,3.07,0.293
17031819802,Cook County,Western Springs,60558,,21.7,2637,49.374,50.626,48.8,24.46,56.504,19.037,92.757,0.19,0,2.844,3.716,955,96.44,3.56,921,81.216,4.669,18.241,2.86,4.673,0,97.815,76.406,3.566,3.893,26.096,95.032,4.968,0.91,2.806,1.028,62.447,3.721,70.944,10.679,0.911,1.573,30.977,82.085,32.899,1.629,129632,181431,63911,55250,98854,23661,0.239,1.972,2.016,92.719,75.844,18.582,2.73,0,0,0,0.379,0,0,0,1.992,,171071,129853,109167,,,100,0,0,93.508,2.304,98.48,1.52,38.654,95.114,3.257,0,0,0.314,0.869,1960,0,0,0,472100,1794,57.001,2678,-2.654,134432,-3.571,4.396,-0.675,593225,-20.418,2.798,0,-2.419,0,,,34,0,0
17031819900,Cook County,Hinsdale,60558,,26.9,3416,47.365,52.635,41.9,31.382,51.786,16.833,94.672,0,0,0.205,4.069,1154,96.534,3.466,1114,81.329,1.885,18.043,3.07,3.107,0,99.62,73.34,0.56,4.918,24.174,97.482,2.518,0.585,3.039,1.136,67.213,5.122,71.917,15.817,0.516,4.196,29.441,82.855,32.765,0.987,148000,185179,60570,61328,95167,30625,0.322,1.581,0.84,93.296,79.508,15.398,3.279,0.993,2.143,0,2.605,0,2.519,1.526,6.087,,,148500,165125,,,99.307,0.693,0,66.811,11.872,94.165,5.835,24.686,96.679,2.603,0.718,0,0,0,1960,2000,87.692,53.846,490200,2303,62.059,3398,9.296,163326,-9.384,5.318,-0.196,653585,-24.998,1.734,2.531,0.871,-0.012,,,41,0,1.885
17031820000,Cook County,Hinsdale,60521,,19.1,2008,52.44,47.56,39.8,35.06,55.129,9.811,75.996,0.647,0,10.807,8.914,657,93.607,6.393,615,91.057,3.415,8.943,3.27,4.627,0,99.335,79.551,4.545,3.071,32.487,86.404,13.596,5.378,6.539,1.967,60,5.226,57.759,15.517,0,3.571,28.449,87.805,20.976,2.439,178194,274674,84311,81058,125417,36563,0.292,2.191,1.136,91.783,72.659,9.313,4.93,4.286,7.143,3.96,6.375,3.15,10.511,4.878,0,,122917,205556,53958,,0.262,100,0,0,65.906,11.568,84.228,15.772,21.789,95.772,4.228,0,0,0,0.65,1965,1897,42.268,38.144,896700,4000,83.398,2158,1.553,205215,-13.167,1.742,3.484,881893,1.679,2.137,0,4.238,10.511,1352,40.337,28,0,0.813
