ZIP,County,Special area,Latitude,Longitude,Population,Age <18,Age 65+,Housing Units,Built 1979 or earlier,Built 1939 or earlier,under 5,5 to  9,10 to 14,15 to 19,20 to 24,25 to 29,30 to 34,35 to 39,40 to 44,45 to 49,50 to 54,55 to 59,60 to 64,65 to 69,70 to 74,75 to 79,80 to 84,85+,Median age,Sex ratio,Age dependency ratio,White,Black,American Indian,Asian,Hispanic/Latino,Race-Ethnicity Diversity Index,Native,Foreign born,Non-citizens,Cancer incidence,Breast cancer incidence,Cervical cancer incidence,Colorectal cancer incidence,Leukemia and lymphoma incidence,Lung cancer incidence,Prostate cancer incidence,Oral cancer incidence,Crowded housing,Speak Spanish at home,Speak English poorly,Male,Female,"Poverty rate, families","Poverty rate, families with children","Poverty rate, families with children <5",Poverty rate,Poverty rate <5,Child poverty rate,Working-age adult poverty rate,Elderly poverty rate,Household poverty rate,Labor force participation,Unemployment,High school graduation rate,College graduation rate,Per capita income,Walk Score,Hardship Index,Gini index of income inequality
61401,Knox County,,40.944205,-90.385824,34802,18.746,19.726,15756,85.777,36.767,5.175,5.721,4.891,6.589,7.922,6.514,6.261,5.781,4.73,6.531,6.804,7.454,5.902,5.773,4.175,3.471,3.129,3.178,40.9,100.5,62.5,78.07022585,12.26653641,0.06034136,1.307396127,7.071432676,0.370193627,96.97718522,3.022814781,1.948163899,459.49,64.04,4.9,53.21,29.58,78.2,52.67,11.03,1.273528794,4.054422593,0.945425896,50.12930291,49.87069709,15.89508197,13.1147541,2.190163934,,,,,,15.89508197,51.12243493,9.683514407,84.54942699,17.26852997,21117,42,50.36619603,0.4555
61410,Knox County|Warren County,,40.796475,-90.396007,3533,22.955,17.294,1632,88.542,25.184,6.057,6.255,6.793,5.35,5.972,5.35,5.859,5.123,7.755,6.142,6.85,7.897,7.303,5.321,3.397,4.331,1.585,2.661,41.3,86.1,67.4,92.83894707,2.037928106,0,0,1.953014435,0.136291289,99.26408152,0.735918483,0,473.13,63.75,*,46.61,30.09,83.22,55.46,16.02,2.184300341,0.994275384,1.084664055,46.27795075,53.72204925,9.743040685,8.565310493,0,,,,,,9.743040685,60.14851485,8.994708995,87.38812042,11.87957689,22060,31,48.37431571,0.4021
61411,McDonough County,,40.400982,-90.502128,344,17.151,31.395,146,80.822,41.781,7.267,1.744,1.453,6.686,6.977,6.977,3.488,6.686,6.105,0,4.651,2.616,13.953,9.884,13.663,7.849,0,0,53.6,98.8,94.4,100,0,0,0,0,0,100,0,0,447.72,*,0,*,*,99.27,*,*,0,0,0,49.70930233,50.29069767,0,0,0,,,,,,0,71.09634551,19.62616822,81.6091954,8.429118774,23042,,54.80972601,0.2291
61412,Warren County|Mercer County,,41.078398,-90.579715,1279,25.02,19.937,603,91.708,52.736,4.378,9.617,8.835,3.049,3.049,2.033,5.317,5.551,9.773,5.004,9.851,4.926,8.679,4.769,2.58,3.44,3.362,5.786,44.2,76.9,81.7,99.45269742,0.234558249,0,0,0.312744332,0.010900815,99.84362783,0.156372166,0,509.1,46.19,*,57,38.39,66.87,73.43,24.83,0.530973451,1.962387572,0,43.47146208,56.52853792,5.202312139,3.757225434,0.867052023,,,,,,5.202312139,64.53252033,5.379746835,94.38943894,21.67216722,24951,,40.25836684,0.3782
61413,Henry County,,41.18659,-90.370422,941,14.878,23.167,505,85.941,44.554,4.782,3.507,4.038,6.27,2.125,3.719,4.995,6.164,4.357,5.951,9.033,12.115,9.777,5.951,4.251,5.632,4.995,2.338,52.4,92,61.4,96.59936238,0,0,0,2.763018066,0.066070305,99.04357067,0.95642933,0,415.02,54.86,*,43.01,*,80.81,61.4,*,2.054794521,0.892857143,0.446428571,47.92773645,52.07226355,4.362416107,2.348993289,0,,,,,,4.362416107,61.17216117,8.582834331,89.9463807,17.96246649,29187,,42.11651922,0.3906
61414,Knox County|Henry County,,41.124679,-90.155739,821,25.335,12.911,335,93.731,62.985,13.764,5.481,3.41,3.41,10.475,9.257,4.507,4.019,1.583,4.75,15.591,5.847,4.994,3.289,4.141,0.487,4.019,0.974,33.7,121.9,61.9,97.44214373,0,0,0.609013398,1.583434836,0.050201694,98.90377588,1.096224117,1.096224117,438.38,85.8,0,34.38,52.24,64,62.76,*,0,0,0,54.93300853,45.06699147,13.85281385,9.090909091,0.865800866,,,,,,13.85281385,68.38709677,2.594339623,94.43378119,19.00191939,20526,,38.41921339,0.3607
61415,Fulton County,,40.65631,-90.43127,1655,23.927,17.402,812,77.586,36.576,6.103,7.734,5.921,4.713,4.653,5.74,5.317,7.674,4.532,6.767,7.069,8.157,8.218,6.405,2.9,3.444,2.296,2.356,43.4,97,70.4,97.58308157,0.181268882,0.906344411,0,0.664652568,0.047580435,99.21450151,0.785498489,0.604229607,404.76,46.75,*,53.86,26.06,68.37,51.63,*,2.44648318,0.643500644,0.514800515,49.24471299,50.75528701,15.81291759,11.13585746,2.89532294,,,,,,15.81291759,66.23277182,5.664739884,89.08780904,20.11935209,26386,28,47.55973231,0.3878
61416,McDonough County,,40.499397,-90.562897,227,25.551,15.419,117,82.906,44.444,11.894,4.405,9.251,1.762,4.405,3.084,8.37,6.608,5.727,5.727,12.775,5.286,5.286,2.643,5.286,6.167,0,1.322,40.1,92.4,69.4,96.47577093,0,0,0,2.643171806,0.068466301,98.23788546,1.762114537,0.881057269,1451.01,*,0,*,*,*,*,*,7.368421053,3.5,2,48.01762115,51.98237885,43.33333333,40,16.66666667,,,,,,43.33333333,56.80473373,4.166666667,84.51612903,20.64516129,13165,0,68.49698451,0.3609
61417,Warren County,,40.774174,-90.53832,287,9.059,41.115,167,85.03,31.737,0,0,4.878,4.181,0,1.742,0,5.226,4.181,0,8.711,26.132,3.833,4.181,14.634,14.634,0,7.666,59.6,96.6,100.7,100,0,0,0,0,0,92.33449477,7.665505226,0,425.21,*,0,*,*,*,*,0,0,0,0,49.12891986,50.87108014,0,0,0,,,,,,0,49.08424908,27.6119403,75.4789272,4.597701149,21526,,63.59734467,0.2376
61418,Henderson County,,40.850174,-90.862586,637,21.193,26.217,360,75.556,49.167,0.628,5.338,8.163,7.378,0.785,3.454,4.239,10.361,5.181,2.983,4.71,10.518,10.047,10.047,3.768,4.082,4.082,4.239,53.3,102.9,90.1,99.52904239,0,0,0.470957614,0,0.009374792,99.52904239,0.470957614,0,528.89,91.38,0,66.51,*,77.54,54.11,*,2.430555556,0.631911532,0,50.70643642,49.29356358,0,0,0,,,,,,0,65.89595376,5.089820359,93.53535354,21.41414141,31922,4,41.24778519,0.3962
61419,Henry County,,41.199461,-90.11746,137,2.19,19.708,73,91.781,64.384,1.46,0.73,0,2.92,7.299,0.73,5.839,4.38,2.92,2.92,10.949,25.547,14.599,2.19,8.029,4.38,2.19,2.92,56.2,95.7,28,97.81021898,0.729927007,0,0,0,0.04304971,92.70072993,7.299270073,5.839416058,1148.56,*,0,*,0,*,*,0,0,0,4.444444444,48.90510949,51.09489051,6,0,0,,,,,,6,65.67164179,2.272727273,98.33333333,36.66666667,42684,23,20.48980245,0.463
61420,McDonough County|Hancock County,,40.547734,-90.866967,1121,14.63,21.499,601,79.201,45.258,4.193,4.193,3.479,5.977,3.122,5.62,3.033,2.23,7.672,5.62,13.738,13.738,5.888,7.672,6.066,2.052,2.676,3.033,53.2,95.3,56.6,97.32381802,0,0,0,0,0.05209125,95.8073149,4.192685103,2.051739518,490.77,82.02,*,68.52,44.6,45.2,61.15,*,0,0.279329609,0,48.79571811,51.20428189,5.128205128,3.418803419,0.284900285,,,,,,5.128205128,66.73448627,4.573170732,95.14672686,18.3972912,27169,13,33.79628284,0.3533
61421,Stark County|Bureau County|Marshall County,,41.187539,-89.647935,1415,28.481,20.141,619,94.992,47.981,5.23,8.693,7.915,9.894,4.876,1.484,6.29,8.905,5.159,6.219,5.3,6.29,3.604,5.018,6.784,3.887,1.979,2.473,38.1,102.7,94.6,95.97173145,0.424028269,0,0.282685512,1.696113074,0.078364819,98.93992933,1.060070671,0,527.25,65.27,*,58.17,50.98,80.36,68.31,*,3.454545455,1.193139448,0.223713647,50.67137809,49.32862191,9.693877551,8.673469388,0.255102041,,,,,,9.693877551,62.91821561,7.385524372,94.20289855,19.50947603,24656,,49.05843014,0.3986
61422,McDonough County,,40.551362,-90.532761,3268,22.215,18.115,1582,81.669,35.651,4.682,6.916,5.386,8.568,3.121,9.7,7.925,4.253,4.774,5.63,4.835,7.222,8.874,6.824,1.499,2.632,4.712,2.448,39.5,113.3,67.6,93.75764994,1.652386781,0,0.428396573,1.346389229,0.120078383,99.20440636,0.795593635,0.091799266,515.33,61.72,*,59.81,49.19,88.47,64.56,*,0.569395018,0.224719101,0.321027287,53.12117503,46.87882497,13.22580645,11.93548387,2.795698925,,,,,,13.22580645,61.43126177,8.53432282,85.54268554,14.75761476,19063,,48.78178469,0.3983
61423,Warren County,,40.886282,-90.501204,765,22.353,12.81,330,74.242,36.061,1.176,2.353,9.281,11.503,4.967,0,2.092,8.497,6.536,9.412,7.582,12.418,11.373,2.222,4.575,4.967,1.046,0,46.3,103.5,54.2,97.64705882,0,0,0,2.352941176,0.045951557,92.2875817,7.712418301,7.712418301,349.01,78.39,0,*,*,59.29,53.07,*,3.092783505,0,4.100529101,50.8496732,49.1503268,0,0,0,,,,,,0,65.51724138,11.67048055,90.94269871,2.957486137,31847,,41.23023512,0.3899
61424,Marshall County,,41.076767,-89.634994,101,22.772,15.842,65,100,76.923,10.891,0,3.96,10.891,1.98,3.96,15.842,12.871,12.871,0,4.95,2.97,2.97,8.911,0,3.96,2.97,0,37.2,102,62.9,100,0,0,0,0,0,100,0,0,345.32,*,0,*,0,*,*,0,0,0,0,50.4950495,49.5049505,14.28571429,14.28571429,14.28571429,,,,,,14.28571429,50.60240964,0,100,21.91780822,35197,3,31.02085041,0.2831
61425,Henderson County,,40.759242,-91.04015,260,10,38.462,266,50.752,7.895,0,0,10,0,1.154,0,1.538,0,0,20,11.923,9.615,7.308,17.308,10.385,5.385,5.385,0,56.1,138.5,94,100,0,0,0,0,0,99.61538462,0.384615385,0,336.47,44.95,*,*,*,81.59,*,*,0,0,0,58.07692308,41.92307692,0,0,0,,,,,,0,57.69230769,0,83.98268398,22.94372294,39143,0,39.57405712,0.3043
61426,Stark County,,41.119997,-89.70698,79,13.924,26.582,31,51.613,38.71,0,0,3.797,10.127,20.253,6.329,0,0,0,2.532,2.532,16.456,11.392,18.987,0,0,7.595,0,57.3,92.7,68.1,100,0,0,0,0,0,100,0,0,385.35,*,0,*,*,0,*,0,0,0,0,48.10126582,51.89873418,0,0,0,,,,,,0,64.47368421,0,55.76923077,0,25287,0,,0.079
61427,Fulton County,,40.508521,-90.183878,2371,20.877,23.281,1075,82.14,31.163,6.284,4.471,6.453,6.116,3.205,3.374,6.58,3.458,5.863,5.905,6.833,6.706,11.472,9.026,5.146,2.615,3.374,3.121,48.6,89.1,79.1,95.36060734,1.64487558,0,0,1.265288908,0.090029584,98.81906369,1.180936314,0.590468157,437.5,57.91,*,39,37.6,81.54,59.47,*,2.176165803,1.125112511,0,47.11092366,52.88907634,7.401574803,4.881889764,0,,,,,,7.401574803,54.31524548,6.850618459,86.96900115,15.9586682,25887,,47.81916263,0.418
61428,Knox County,,40.943829,-90.107135,884,16.29,21.946,758,29.551,7.784,4.751,4.412,5.43,3.054,5.769,5.09,5.656,5.43,1.923,5.995,5.882,10.747,13.914,9.163,3.846,5.995,1.923,1.018,52.6,144.2,61.9,98.19004525,0.452488688,0,1.357466063,0,0.035666755,97.05882353,2.941176471,0.226244344,447.7,38.54,*,41.67,35.66,82.16,87.24,*,0,0.593824228,0.475059382,59.04977376,40.95022624,6.691449814,4.460966543,0,,,,,,6.691449814,58,5.517241379,94.68242245,37.51846381,35704,,34.00153294,0.3794
61430,Knox County,,40.939105,-90.310833,807,21.685,17.1,378,73.28,21.164,4.089,6.196,5.7,7.931,7.807,3.594,7.807,5.7,8.055,4.213,4.585,9.789,7.435,6.072,4.709,1.735,2.85,1.735,40.4,103.3,63.4,96.77819083,1.982651797,0,0,1.239157373,0.062851536,100,0,0,396.12,71.41,*,*,*,72.7,65.77,*,3.384615385,1.80878553,0,50.80545229,49.19454771,4.444444444,2.222222222,0,,,,,,4.444444444,63.66366366,8.018867925,88.56624319,19.78221416,26270,5,45.56868766,0.4161
61431,Fulton County,,40.608009,-90.276497,502,27.49,17.331,177,93.22,50.847,9.562,5.578,5.976,6.773,8.964,8.367,1.992,3.187,11.952,2.988,9.363,5.976,1.992,5.578,6.375,2.789,2.59,0,37.5,93.8,81.2,84.66135458,0,0,0,0,0.2597181,98.4063745,1.593625498,0,528.66,*,*,*,*,*,114.73,0,0,0,0,48.4063745,51.5936255,16.55172414,13.79310345,8.965517241,,,,,,16.55172414,51.94805195,12,92.42902208,8.201892744,18362,,48.99573891,0.393
61432,Fulton County,,40.648385,-90.153167,617,24.797,22.366,275,84.727,50.182,6.321,7.131,7.293,7.455,1.783,3.728,4.538,9.887,3.89,8.59,3.728,6.159,7.131,6.969,6.807,5.024,0.486,3.079,41.8,85.8,89.3,99.02755267,0.324149109,0.162074554,0,0.486223663,0.019317606,100,0,0,474.67,67.36,0,57.82,*,61.6,49.76,*,0,2.076124567,0,46.19124797,53.80875203,6.598984772,3.553299492,2.538071066,,,,,,6.598984772,60.66252588,8.532423208,95.13888889,21.06481481,27294,,41.55780142,0.4151
61433,Fulton County,,40.554375,-90.168989,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,*,0,*,*,*,*,0,,,,,,,,,,,,,,,,,,,,,,
61434,Henry County|Knox County,,41.183842,-90.038489,3219,19.043,19.789,1670,86.228,45.21,4.132,5.623,5.25,9.226,7.611,5.654,5.561,4.318,4.256,7.673,5.965,7.891,7.052,5.219,3.541,4.505,3.479,3.044,43,105.7,63.5,97.45262504,0.714507611,0,0.900900901,0.497048773,0.050122752,98.78844362,1.211556384,0,445.45,52.03,*,61.65,34.9,63.12,68.81,11.77,0.418994413,1.328580687,0,51.3824169,48.6175831,8.600917431,5.160550459,1.146788991,,,,,,8.600917431,57.01492537,7.853403141,90.51959891,16.36280766,21932,,42.3803447,0.4469
61435,Warren County,,40.975148,-90.544946,112,16.071,29.464,44,77.273,43.182,0,0,8.929,18.75,0,5.357,0,10.714,0,16.964,9.821,0,0,13.393,16.071,0,0,0,45.7,69.7,83.6,100,0,0,0,0,0,100,0,0,904.81,*,0,*,*,*,*,0,0,0,0,41.07142857,58.92857143,0,0,0,,,,,,0,54.90196078,0,86.41975309,0,23888,,40.27023155,0.2458
61436,Knox County,,40.860149,-90.223174,979,21.042,16.343,434,84.101,35.714,0.409,8.376,7.661,4.597,3.473,0,7.354,8.989,4.086,6.639,9.397,7.048,15.628,5.005,5.209,2.451,2.043,1.634,47.4,104.8,59.7,100,0,0,0,0,0,99.28498468,0.715015322,0.715015322,440.15,59.05,0,46.58,57.12,38.77,78.58,*,3.398058252,0,0,51.17466803,48.82533197,11.68831169,10.38961039,0,,,,,,11.68831169,58.24039653,4.042553191,89.71583221,22.19215156,28944,,43.91179061,0.4238
61437,Henderson County,,40.846879,-90.992327,1044,23.755,12.835,544,68.199,17.647,6.418,3.927,10.249,4.981,7.95,7.088,5.46,1.149,6.513,6.513,5.651,7.184,14.08,4.598,1.341,3.065,1.724,2.107,44,92.3,57.7,98.18007663,0,0,0.574712644,0.574712644,0.03595624,99.61685824,0.383141762,0,392.21,56.04,0,42.39,*,71.79,59.11,*,0,0.307062436,0,47.98850575,52.01149425,8.176100629,7.86163522,6.918238994,,,,,,8.176100629,69.57055215,9.347442681,93.37175793,22.76657061,26292,,38.53849693,0.3846
61438,McDonough County,,40.582743,-90.651654,881,17.707,17.594,408,77.941,41.667,2.384,6.583,5.448,8.967,4.654,4.427,2.27,5.448,4.54,14.302,7.832,8.74,6.81,3.632,2.384,4.881,4.427,2.27,47.1,105.4,54.6,96.70828604,0,0,0,2.497162316,0.064064028,99.77298524,0.227014756,0,597.75,61.55,*,74.95,*,68.65,78.62,*,2.173913043,0.697674419,0,51.30533485,48.69466515,2.142857143,0,0,,,,,,2.142857143,66.17647059,5.454545455,92.7444795,31.38801262,34022,,35.97092472,0.4163
61439,Knox County,,41.028467,-90.357031,223,13.453,17.937,124,82.258,16.129,4.933,4.036,4.036,3.139,2.691,4.036,10.314,4.036,5.381,12.556,10.762,11.659,4.484,7.175,4.036,3.587,1.345,1.794,47.3,112.4,45.8,92.82511211,0,0,0.896860987,4.932735426,0.135655251,97.30941704,2.69058296,1.793721973,459,*,*,*,*,*,*,*,0,3.301886792,3.301886792,52.91479821,47.08520179,5,3.333333333,0,,,,,,5,71.50259067,9.420289855,85.63535912,6.629834254,24689,0,39.93209377,0.3533
61440,McDonough County,,40.305582,-90.598626,658,26.9,20.821,301,82.724,36.213,9.271,5.471,11.246,1.216,3.191,4.559,9.271,1.672,3.647,6.535,9.271,5.775,8.055,6.839,6.383,4.711,2.128,0.76,46.2,75.9,91.3,96.96048632,1.063829787,0.151975684,0,0.607902736,0.059566153,94.68085106,5.319148936,0,463.2,60.96,*,69.99,54.76,46.66,59.74,*,0.74906367,6.532663317,0,43.16109422,56.83890578,11.5942029,9.178743961,1.449275362,,,,,,11.5942029,62.34567901,2.310231023,96.72489083,28.38427948,23117,,41.49094207,0.2973
61441,Fulton County,,40.338564,-90.277187,1052,21.103,21.673,504,76.389,47.024,5.513,4.563,7.7,4.183,3.042,4.943,7.605,4.468,10.837,3.612,4.658,7.795,9.411,9.221,4.658,5.418,0.951,1.426,43.1,105.9,74.8,93.53612167,0,0.380228137,0.950570342,1.045627376,0.123214518,99.42965779,0.570342205,0.570342205,490.12,35.76,0,56.19,43.45,72.23,72.5,*,0,0.201207243,0,51.42585551,48.57414449,2.702702703,0,0,,,,,,2.702702703,61.54747948,6.857142857,91.63498099,13.81495564,29233,,38.91983408,0.3496
61442,Mercer County,,41.108865,-90.921684,670,20.149,19.403,390,64.359,31.282,10.299,3.433,3.881,3.134,3.881,10.746,4.925,4.627,3.433,4.179,14.925,6.269,6.866,4.776,3.582,5.821,2.239,2.985,47,94.8,65.4,97.31343284,0,0,0,0.447761194,0.052488305,99.85074627,0.149253731,0.149253731,434.68,43.15,0,38.54,*,117.72,67.82,*,0,0.166389351,0.665557404,48.65671642,51.34328358,27.69953052,26.29107981,18.30985915,,,,,,27.69953052,54.32780847,16.27118644,78.21782178,6.138613861,21004,2,60.00258444,0.5255
61443,Henry County,,41.263671,-89.944897,13867,23.79,17.437,6506,90.532,43.806,6.274,5.257,6.836,7.695,7.565,5.589,5.675,5.654,4.247,6.541,7.99,6.375,6.865,5.358,3.353,3.223,2.315,3.187,38.8,101.4,70.1,80.55094829,4.182591765,0.259609144,0.504795558,12.96603447,0.332325103,94.02898969,5.971010312,3.749909858,489.69,62.18,6.22,67.95,34.57,76.42,50.54,12.17,0.596595894,9.463722397,2.146649227,50.33532848,49.66467152,13.02693208,10.33372365,2.605386417,,,,,,13.02693208,59.03809781,8.103975535,80.47588005,14.27640156,20591,,51.57718213,0.4171
61447,Warren County,,40.866806,-90.754347,952,24.475,17.437,419,92.601,60.621,6.828,7.143,5.462,6.723,4.097,6.092,6.723,2.311,6.197,5.672,12.08,8.193,5.042,5.357,7.143,3.046,0.735,1.155,43.8,97.9,72.2,99.89495798,0,0,0,0.105042017,0.002098634,94.32773109,5.672268908,5.462184874,391.18,53.74,0,35.99,*,47.42,59.17,*,2.43902439,0,6.087936866,49.47478992,50.52521008,9.122807018,7.719298246,1.403508772,,,,,,9.122807018,71.52406417,9.345794393,93.37349398,19.72891566,23484,14,45.78895284,0.3789
61448,Knox County,,40.933602,-90.246806,3865,21.216,22.639,1682,85.375,29.191,4.631,5.563,7.038,4.631,5.045,3.415,5.019,8.59,6.365,7.555,6.701,6.624,6.184,5.873,5.925,3.596,3.26,3.984,44.8,99,78.1,98.24062096,0.20698577,0.258732212,0,1.293661061,0.034699705,99.68952135,0.310478655,0.155239327,467.21,73.98,*,55.44,40.57,68.77,56.4,6.93,0,0.596852957,0,49.7542044,50.2457956,8.638497653,5.727699531,4.037558685,,,,,,8.638497653,57.52465797,3.705752212,92.21238938,17.73451327,24088,,40.56410029,0.3416
61449,Stark County|Knox County,,41.095042,-89.975133,546,21.795,24.359,216,80.093,38.889,4.762,2.381,7.326,9.89,6.96,3.114,4.762,5.311,2.564,5.495,6.41,6.777,9.89,4.762,1.465,3.297,6.96,7.875,49.2,124.7,85.7,98.16849817,0.549450549,0,0,1.282051282,0.036100042,99.81684982,0.183150183,0,466.08,78.18,*,*,*,100.8,*,0,4.326923077,0.192307692,0,55.49450549,44.50549451,5.769230769,5.769230769,0,,,,,,5.769230769,56.40449438,13.94422311,81.33333333,11.73333333,16198,,60.66689601,0.3477
61450,Hancock County,,40.578637,-90.979104,1852,24.406,21.868,841,76.932,35.077,6.102,5.94,7.019,8.747,3.132,5.616,5.616,4.968,3.618,9.827,5.346,7.073,5.13,5.778,5.184,2.97,4.644,3.294,43.2,100.4,86.1,98.59611231,0,0,0,0.107991361,0.027711563,100,0,0,454.63,58.26,0,69.33,40.82,49.91,50.2,*,0,1.380103508,0.172512938,50.10799136,49.89200864,10.05484461,8.592321755,2.559414991,,,,,,10.05484461,61.88858696,8.671789243,95.15246286,19.54652072,23379,18,43.16697552,0.4207
61451,Peoria County,,40.938697,-89.939478,515,21.359,5.243,224,80.357,32.589,4.466,5.825,2.718,11.068,0,4.272,13.786,4.078,1.942,15.146,12.621,17.087,1.748,0,2.524,1.165,0,1.553,45.5,98.1,36.2,97.66990291,0,0,0,0,0.045516071,100,0,0,519.55,*,0,*,*,*,*,*,0,0,0,49.51456311,50.48543689,7.051282051,7.051282051,0,,,,,,7.051282051,78.57142857,11.73020528,90.02557545,21.48337596,39270,,33.73195219,0.3929
61452,Schuyler County,,40.23619,-90.660627,349,21.49,13.754,197,64.467,48.223,2.292,2.865,8.309,8.023,5.731,0.287,2.579,4.298,6.017,8.023,16.619,11.748,9.456,3.438,3.725,4.011,2.006,0.573,51.8,123.7,54.4,97.13467049,0,0,0,2.865329513,0.055664568,98.56733524,1.432664756,0.573065903,464.61,*,*,*,*,*,*,*,0.625,2.93255132,0,55.3008596,44.6991404,3.25203252,0.81300813,0,,,,,,3.25203252,65,7.692307692,93.7007874,9.448818898,22723,,36.98306017,0.2519
61453,Warren County,,41.012202,-90.764135,581,19.966,20.998,304,94.408,63.487,2.238,3.27,7.917,7.745,9.983,6.54,5.852,3.442,10.327,5.164,7.745,2.926,5.852,7.573,4.475,5.68,1.377,1.893,43,99,69.4,99.1394148,0.344234079,0,0,0.516351119,0.017099132,100,0,0,450.29,55.18,*,66.71,*,47.27,57.2,*,0,1.056338028,0,49.74182444,50.25817556,11.61290323,9.032258065,0,,,,,,11.61290323,57.66129032,4.895104895,95,8.5,23430,,39.31088517,0.3334
61454,Henderson County,,40.68193,-91.039891,516,12.016,24.419,281,74.021,40.925,3.682,1.55,4.651,3.682,4.845,9.302,6.589,2.132,4.264,3.295,12.016,10.853,8.721,6.783,5.039,4.264,3.876,4.457,52.1,89,57.3,95.54263566,0,0,0,2.906976744,0.086165194,100,0,0,513.52,65.65,*,46.77,*,67.66,62.99,*,1.219512195,0.201207243,0,47.09302326,52.90697674,7.534246575,5.479452055,2.054794521,,,,,,7.534246575,54.76190476,13.43873518,85.27315914,8.076009501,25372,,47.1143951,0.4
61455,McDonough County,,40.440468,-90.638016,22084,13.734,12.656,9445,72.282,23.769,3.953,4.37,3.369,15.921,23.424,5.855,4.841,3.813,4.17,3.491,4.555,4.777,4.804,2.835,3.156,2.409,1.553,2.703,24.6,94.6,35.9,84.68574534,6.864698424,0.149429451,3.042927006,3.400652056,0.27570232,95.17750408,4.822495925,2.956891867,439.46,60.73,3.19,50.61,39.76,54.8,55.29,12.34,1.322013341,2.923011645,0.372448258,48.60079696,51.39920304,18.21383648,11.62264151,2.062893082,,,,,,18.21383648,56.20336541,11.18849079,93.9609729,44.00258948,19932,,40.86135579,0.527
61458,Knox County,,40.782237,-90.183157,1001,23.976,15.884,410,81.951,56.341,3.197,6.494,11.489,6.394,3.796,2.298,6.194,10.589,9.091,6.693,4.995,8.691,4.196,3.397,4.995,5.195,1.798,0.5,39.3,110.3,66.3,99.000999,0,0,0,0.999000999,0.019780419,100,0,0,381.48,41.11,*,50.03,*,47.51,61.15,*,0,0.515995872,0,52.44755245,47.55244755,6.666666667,4.761904762,0,,,,,,6.666666667,63.23907455,7.113821138,93.15866084,22.12518195,26153,,38.68189923,0.3505
61459,Fulton County|McDonough County,,40.510245,-90.419564,443,16.253,18.059,200,74,34,0,4.289,8.804,3.612,8.352,1.806,4.289,2.483,10.158,17.156,4.515,9.029,7.449,3.837,4.515,5.869,2.483,1.354,48.2,64.7,52.2,96.61399549,0,0,0,3.386004515,0.065427085,100,0,0,600.21,76.17,*,*,*,118.49,103.88,0,4.571428571,2.257336343,0,39.27765237,60.72234763,12.23021583,6.474820144,0,,,,,,12.23021583,51.94805195,12,86.44578313,3.614457831,20689,,52.16977419,0.4332
61460,Henderson County,,40.716661,-90.829174,230,5.652,32.174,125,89.6,61.6,0.87,2.174,2.609,3.043,3.478,1.739,7.826,0.435,5.652,7.391,10.87,13.043,8.696,5.217,9.565,9.13,3.913,4.348,56,79.7,60.8,95.65217391,0,0.434782609,0,3.913043478,0.083516068,100,0,0,454.8,*,0,*,*,*,*,*,0,0,0,44.34782609,55.65217391,2.816901408,0,0,,,,,,2.816901408,58.52534562,3.937007874,92.57425743,19.8019802,31563,,33.9252155,0.3476
61462,Warren County,,40.923313,-90.644576,11669,23.421,15.923,4828,87.179,43.268,6.53,5.682,6.984,10.652,10.129,5.193,4.859,5.03,5.425,6.342,5.51,6.402,5.339,5.125,3.779,2.365,2.357,2.297,35,100.7,64.9,80.36678379,3.79638358,0.377067444,1.85105836,13.02596624,0.335318356,92.47579056,7.524209444,5.904533379,436.7,56.72,4.43,52.67,30.66,66.47,53.87,8.35,4.272300469,11.45136151,3.539011644,50.17567915,49.82432085,12.17948718,10.55806938,0.263951735,,,,,,12.17948718,62.17183771,12.24917117,86.15077099,21.87321531,21305,34,54.43317583,0.4556
61465,Mercer County,,41.210673,-90.479667,1243,23.411,17.458,561,85.74,44.563,5.149,6.356,8.206,6.195,3.459,4.586,6.677,7.562,5.551,10.056,5.792,6.114,6.838,6.114,2.977,1.931,3.62,2.816,41.8,119.2,69.1,97.74738536,0.241351569,0,0,0.56315366,0.044297624,98.9541432,1.045856798,0,389.71,76.05,*,37.12,33,38.93,64.22,*,0,0,0,54.3845535,45.6154465,7.5,4.444444444,0,,,,,,7.5,65.03567788,11.91222571,90.77448747,14.00911162,30083,,42.4934577,0.456
61466,Mercer County,,41.110013,-90.479663,348,12.356,20.977,145,88.966,53.793,1.724,2.011,5.46,7.184,11.494,0,2.874,3.161,8.908,8.046,9.77,9.483,8.908,8.621,6.034,1.724,3.736,0.862,48.8,145.1,50,100,0,0,0,0,0,98.85057471,1.149425287,1.149425287,485.77,*,0,*,*,100.06,*,0,0,0,0,59.1954023,40.8045977,6.382978723,0,0,,,,,,6.382978723,62.97468354,7.537688442,83.26693227,23.90438247,33972,0,39.75418162,0.423
61467,Knox County,,41.076365,-90.240803,1140,28.596,17.105,483,86.542,46.377,2.895,9.123,9.211,10.614,4.912,2.632,3.947,9.649,7.456,4.737,7.456,7.281,2.982,9.035,2.368,1.667,2.018,2.018,38.6,102.5,84.2,94.9122807,0,0,0,1.842105263,0.097773161,100,0,0,413.9,66.38,*,41.26,32.58,43.43,65.61,*,0.497512438,0.451671183,0.27100271,50.61403509,49.38596491,1.986754967,1.986754967,0.993377483,,,,,,1.986754967,64.14662085,7.142857143,97.08737864,19.97226075,24276,,38.906629,0.3564
